date,open,high,low,close,Volume ETH,Volume USDT,tradecount
2018-01-09 03-AM,1187.82,1211.98,1181.05,1200.21,5060.26,6069708.14,NULL
2018-01-09 02-AM,1168.81,1188.64,1153.5,1187.82,3111.49,3643412.63,NULL
2018-01-09 01-AM,1181.64,1188,1104.85,1168.81,8811.97,10183174.69,NULL
2018-01-09 12-AM,1133.18,1182,1131.6,1181.64,2979.27,3432615.41,NULL
2018-01-08 11-PM,1123.69,1144.88,1094.01,1133.18,3395.12,3802884.91,NULL
2018-01-08 10-PM,1155,1159.4,1119.7,1123,3487.06,3964406.73,NULL
2018-01-08 09-PM,1133.17,1161.1,1124,1155,1811.93,2083306.04,NULL
2018-01-08 08-PM,1155.02,1160.76,1100.01,1133.16,3407.06,3844049.97,NULL
2018-01-08 07-PM,1120.01,1162,1120,1159.83,4185.66,4788972.66,NULL
2018-01-08 06-PM,1091,1126.98,1080.31,1120.01,3893.67,4323951.06,NULL
2018-01-08 05-PM,1108.9,1116,1058,1091,5602.3,6122348.29,NULL
2018-01-08 04-PM,1059.93,1118,1055,1103.51,8867.4,9683186.06,NULL
2018-01-08 03-PM,970.11,1096,910,1059.93,21035.05,21470301.31,NULL
2018-01-08 02-PM,1079.98,1080.88,951,970.11,15400.67,15666879.09,NULL
2018-01-08 01-PM,1148.07,1156,1060,1079.98,8472.66,9330038.46,NULL
2018-01-08 12-PM,1142.3,1150,1132.8,1148.07,2412.13,2755661.86,NULL
2018-01-08 11-AM,1134,1150,1123.01,1142.3,3109.99,3529376.42,NULL
2018-01-08 10-AM,1118.85,1148.41,1080,1134,5634.73,6316525.58,NULL
2018-01-08 09-AM,1163,1163,1050,1118.85,10117.66,11236559.84,NULL
2018-01-08 08-AM,1198.05,1203.17,1100,1163,3910.26,4573688.26,NULL
2018-01-08 07-AM,1229.01,1230,1194.13,1198.05,2806.76,3406509.56,NULL
2018-01-08 06-AM,1191.81,1230,1191.81,1229.01,2064.98,2498154.31,NULL
2018-01-08 05-AM,1230,1230,1189.1,1191.81,2919.69,3551741.34,NULL
2018-01-08 04-AM,1207.77,1230,1204.3,1230,2831.1,3445489.9,NULL
2018-01-08 03-AM,1171.12,1225,1168,1207.77,6450.44,7740785.57,NULL
2018-01-08 02-AM,1164.77,1179.04,1147,1171.12,3118.42,3632307.22,NULL
2018-01-08 01-AM,1188.98,1197,1135,1164.77,4238.85,4977780.15,NULL
2018-01-08 12-AM,1123.09,1190,1117.98,1188.98,4722.24,5432057.68,NULL
2018-01-07 11-PM,1093.78,1125,1093.18,1123.09,2071.27,2291038.11,NULL
2018-01-07 10-PM,1090.36,1095.8,1085,1093.78,1657.67,1806834.75,NULL
2018-01-07 09-PM,1100.13,1104.19,1090,1090.36,1113.06,1221008.62,NULL
2018-01-07 08-PM,1100.95,1106.02,1080.38,1100.13,1967.77,2166975.4,NULL
2018-01-07 07-PM,1085.05,1102.23,1072,1100.95,1773.86,1941105.71,NULL
2018-01-07 06-PM,1094.99,1097.2,1068,1085.05,3301.82,3572951.76,NULL
2018-01-07 05-PM,1103,1116.24,1089.98,1094.99,3648.2,4029669.99,NULL
2018-01-07 04-PM,1097.48,1111.18,1091.7,1103,4481.63,4943015.73,NULL
2018-01-07 03-PM,1082.61,1099,1075.8,1097.48,2632.95,2860905.29,NULL
2018-01-07 02-PM,1068.31,1084.98,1068.29,1082.61,2646.46,2858038.57,NULL
2018-01-07 01-PM,1082,1083.72,1064.1,1069.99,1579.15,1693153.98,NULL
2018-01-07 12-PM,1080.2,1092.99,1072.11,1082,1495.67,1616216.91,NULL
2018-01-07 11-AM,1090.7,1094.2,1080.07,1080.2,1152.98,1251927.49,NULL
2018-01-07 10-AM,1083.01,1094.83,1083.01,1090.7,1235.41,1347650.43,NULL
2018-01-07 09-AM,1080.12,1091.16,1080,1083.01,1214.12,1317766.02,NULL
2018-01-07 08-AM,1085.77,1089.5,1076.16,1080.12,1465.36,1585235.13,NULL
2018-01-07 07-AM,1084,1087.4,1072.41,1085.77,1314.44,1418217.51,NULL
2018-01-07 06-AM,1091.17,1093.49,1080,1084,1108.19,1202140.19,NULL
2018-01-07 05-AM,1050.02,1095.9,1049.27,1091.17,2682.5,2883994.85,NULL
2018-01-07 04-AM,1057.36,1060.5,1038.34,1049.2,2574.73,2703430.03,NULL
2018-01-07 03-AM,1021.61,1059.47,1021.6,1057.36,3303.31,3419949.84,NULL
2018-01-07 02-AM,1014.01,1023.1,1012,1021.61,2317.13,2355871.59,NULL
2018-01-07 01-AM,1012.96,1017.58,1002.31,1014.01,2556.08,2588124.22,NULL
2018-01-07 12-AM,1004.11,1017,999.9,1012.96,2057.43,2075732.07,NULL
2018-01-06 11-PM,999.3,1004.5,997.25,1004.11,2060.31,2064781.89,NULL
2018-01-06 10-PM,1000.34,1010,989.25,999.3,2169.36,2162223.79,NULL
2018-01-06 09-PM,1004.99,1013,993.38,1000.34,1874.84,1873516.15,NULL
2018-01-06 08-PM,1011.05,1013.76,1000.02,1004.99,1590.89,1605103.49,NULL
2018-01-06 07-PM,989.88,1015,989.88,1011.05,1681.97,1689772.02,NULL
2018-01-06 06-PM,1006.48,1006.48,986,989.88,1846.19,1834135.24,NULL
2018-01-06 05-PM,999,1009.59,997.45,1006.48,2261.95,2275189.2,NULL
2018-01-06 04-PM,1007.52,1017.56,998.2,999,3230.74,3261311.66,NULL
2018-01-06 03-PM,992.46,1010,982,1007.51,3305.79,3312346.99,NULL
2018-01-06 02-PM,983.2,994.8,982.5,992.46,3270.08,3236630.39,NULL
2018-01-06 01-PM,991.98,1000,980,983.2,3866.17,3826792.67,NULL
2018-01-06 12-PM,998,1002,990.6,991.98,2519.51,2511145.17,NULL
2018-01-06 11-AM,997.89,1005,994.61,998,2949.1,2951012.59,NULL
2018-01-06 10-AM,999.99,1004.22,996.02,997.89,1885.07,1884799.8,NULL
2018-01-06 09-AM,997,1004,994.54,999.99,3041.78,3038897.71,NULL
2018-01-06 08-AM,992.02,998.47,991.21,997,1115.49,1109529.07,NULL
2018-01-06 07-AM,990.7,999.7,986.02,993.8,2640.19,2629294.33,NULL
2018-01-06 06-AM,979,995,978.01,990.7,1563.75,1544038.13,NULL
2018-01-06 05-AM,980.01,993,970.1,977.66,2966.45,2921751.54,NULL
2018-01-06 04-AM,962.61,982,956.19,980.01,2156.61,2088408.55,NULL
2018-01-06 03-AM,982.05,984.49,956.97,962.61,3384.96,3305944.92,NULL
2018-01-06 02-AM,965,985,950,982.05,4180.44,4037681.59,NULL
2018-01-06 01-AM,966,966.94,950.03,965,3035.6,2907905.52,NULL
2018-01-06 12-AM,959.3,980,950,967,3262.37,3149261.8,NULL
2018-01-05 11-PM,931.08,967.11,930,959.3,3820,3602869.4,NULL
2018-01-05 10-PM,951.78,960.5,931,931.08,3152.7,2968115.51,NULL
2018-01-05 09-PM,971.6,972.37,945,951.78,3578.38,3417994.63,NULL
2018-01-05 08-PM,970.8,987,966.7,971.6,2120.09,2072835.65,NULL
2018-01-05 07-PM,965.01,988.29,960,970.8,3213.7,3132467.8,NULL
2018-01-05 06-PM,944.8,970,938.64,965.01,3609.51,3449603.11,NULL
2018-01-05 05-PM,953.99,970,931,944.8,3906.14,3708123.28,NULL
2018-01-05 04-PM,981.5,981.99,951.5,953.99,4965.05,4796669.44,NULL
2018-01-05 03-PM,981.97,983,974,981.5,3106.37,3041505.38,NULL
2018-01-05 02-PM,978.09,983.02,975.01,981.97,3680.39,3609747.45,NULL
2018-01-05 01-PM,993.03,994.99,975.04,978.09,3762.81,3706732.33,NULL
2018-01-05 12-PM,995.98,999.99,988.02,993.03,3892.36,3869212.18,NULL
2018-01-05 11-AM,984.48,997.62,981.04,995.98,3723.08,3685304.32,NULL
2018-01-05 10-AM,982,988,980.3,984.48,600.58,589931.52,NULL
2018-01-05 09-AM,1009.98,1010.2,970.96,992.99,7396.6,7325947.94,NULL
2018-01-05 08-AM,1030,1030,1008.03,1009.98,4024.74,4112993.18,NULL
2018-01-05 07-AM,1030.5,1045,1019.55,1030,4231.25,4358932.52,NULL
2018-01-05 06-AM,1008.99,1038.65,1007.25,1030.5,3995.98,4079522.01,NULL
2018-01-05 05-AM,1008.83,1012.94,1004,1008.99,3424.26,3453955.3,NULL
2018-01-05 04-AM,1003.01,1020,1000,1008.83,4694.92,4732342.84,NULL
2018-01-05 03-AM,989.99,1004.37,984.5,1003.01,4654.64,4622974.25,NULL
2018-01-05 02-AM,978.1,990,960,989.99,4761.63,4671545.98,NULL
2018-01-05 01-AM,955.5,981.95,953,978.1,3541.84,3438327.42,NULL
2018-01-05 12-AM,940,959,930.1,955.77,2475.36,2340672.09,NULL
2018-01-04 11-PM,948.51,975,936.03,940,2812.92,2669486.74,NULL
2018-01-04 10-PM,953.99,963.01,948.49,948.51,2649.78,2530885.16,NULL
2018-01-04 09-PM,954,968.49,934.87,953.99,3518.35,3339687.03,NULL
2018-01-04 08-PM,951,975,910,954.94,5577.27,5208314.34,NULL
2018-01-04 07-PM,970.61,973,945,951,3930.23,3764922.63,NULL
2018-01-04 06-PM,986.64,992.98,968.86,970.61,3133.17,3074551.87,NULL
2018-01-04 05-PM,995.01,998,980,986.19,5109.38,5069669.28,NULL
2018-01-04 04-PM,989.95,997,982.35,995.01,6217.25,6153396.58,NULL
2018-01-04 03-PM,1002.31,1006.97,969.9,982,4888.51,4840316.81,NULL
2018-01-04 02-PM,982,1009.72,977.27,1002.31,5497.37,5471376.75,NULL
2018-01-04 01-PM,941,984,937.99,982,6466.7,6222082.81,NULL
2018-01-04 12-PM,949.99,956.95,919.5,941,4906.5,4612690.61,NULL
2018-01-04 11-AM,931.99,949.99,923.81,949.99,4226.19,3955677.54,NULL
2018-01-04 10-AM,917.09,936.68,911.22,931.99,3411.03,3154418.55,NULL
2018-01-04 09-AM,911,923,890.01,917.09,5406.68,4916224.2,NULL
2018-01-04 08-AM,938.29,949.99,910,911,5586.75,5197093.95,NULL
2018-01-04 07-AM,934.98,939,931.09,938.29,3455.02,3234963.74,NULL
2018-01-04 06-AM,932.03,945,928,934.98,3910.14,3660091.87,NULL
2018-01-04 05-AM,927.57,938.06,917.03,932.03,3638.69,3379629.18,NULL
2018-01-04 04-AM,927.57,927.57,927.57,927.57,0,0,NULL
2018-01-04 03-AM,926.67,927.6,924.28,927.57,16.32,15129.21,NULL
2018-01-04 02-AM,920.08,931,917,926.67,4686.07,4337202.92,NULL
2018-01-04 01-AM,919.35,928,912.66,920.5,4551.49,4187488.91,NULL
2018-01-04 12-AM,934.03,935.19,900.02,919.35,3500.78,3210170.48,NULL
2018-01-03 11-PM,946.11,948.29,929.02,934.03,4816.01,4530342.3,NULL
2018-01-03 10-PM,917.41,950.01,916.03,946.11,2592.75,2421873.21,NULL
2018-01-03 09-PM,913.01,924,904.04,917.41,2157.29,1971836.67,NULL
2018-01-03 08-PM,917.64,920,910.08,912.52,2955,2708521.39,NULL
2018-01-03 07-PM,923.99,928.7,904.19,917.64,4697.77,4305549.03,NULL
2018-01-03 06-PM,871.32,945,867.56,923.99,5978.19,5380608.52,NULL
2018-01-03 05-PM,871.02,877.77,868.65,871.32,2397.91,2096413.9,NULL
2018-01-03 04-PM,876,877.89,859.84,871.02,2970.04,2585978.1,NULL
2018-01-03 03-PM,868.89,876,867.37,876,2896.86,2527348.46,NULL
2018-01-03 02-PM,869.42,875,863.62,866.93,3529.33,3068754.74,NULL
2018-01-03 01-PM,849.91,870,810,869.42,3670.53,3126008.4,NULL
2018-01-03 12-PM,863.02,864.97,847,849.91,3011.34,2586438.43,NULL
2018-01-03 11-AM,846.11,864.99,843.23,863.02,3311.31,2845946.84,NULL
2018-01-03 10-AM,843.01,849.5,820,846.11,5780.1,4831876.95,NULL
2018-01-03 09-AM,867.63,869.48,842,843.01,5515.44,4730701.95,NULL
2018-01-03 08-AM,876.02,877.66,863.54,867.63,3367.56,2931647.93,NULL
2018-01-03 07-AM,874,879.53,870,876.02,2620.7,2295508.87,NULL
2018-01-03 06-AM,876.11,877,866.77,874,4213.9,3672906.79,NULL
2018-01-03 05-AM,861.43,878,861.27,876.11,3316.28,2886919.5,NULL
2018-01-03 04-AM,853.07,864.99,853.07,861.43,2923.9,2515316.64,NULL
2018-01-03 03-AM,859.72,867.26,850.03,853.07,3367.67,2891947.58,NULL
2018-01-03 02-AM,865,867.92,854,859.72,3153.76,2719591.28,NULL
2018-01-03 01-AM,876.41,884.98,860.15,865,3855.46,3359711.86,NULL
2018-01-03 12-AM,855.28,879,854.9,876.41,2998.14,2606085.47,NULL
2018-01-02 11-PM,852.56,862,850.36,855.28,2254.05,1930549.38,NULL
2018-01-02 10-PM,860.53,864.48,835.52,852.56,2303.44,1953341.6,NULL
2018-01-02 09-PM,853.47,869.41,849.73,860.53,3155.53,2711208.42,NULL
2018-01-02 08-PM,850.97,855,831,853.47,3407.64,2877508.89,NULL
2018-01-02 07-PM,854.93,854.93,810,850.97,8181.7,6809310.39,NULL
2018-01-02 06-PM,867.68,874.34,831.14,854.93,5673.74,4877012.01,NULL
2018-01-02 05-PM,862,867.8,858.48,867.68,3038.13,2627489.91,NULL
2018-01-02 04-PM,865.56,878,860,862,4788.16,4174533.06,NULL
2018-01-02 03-PM,858.92,866.12,857.46,865.56,4421.08,3811826.92,NULL
2018-01-02 02-PM,861.95,866.65,850,858.92,1396.02,1198322.75,NULL
2018-01-02 01-PM,843.15,861.95,835.85,861.95,4244.18,3591300.7,NULL
2018-01-02 12-PM,849.1,854.5,840,843.15,3269.01,2771267.86,NULL
2018-01-02 11-AM,848.5,853.97,843.18,849.1,3136.06,2658334.11,NULL
2018-01-02 10-AM,837.05,849.9,836.21,848.5,2636.91,2219941.91,NULL
2018-01-02 09-AM,836.42,840,825.11,837.05,2905.73,2423166.34,NULL
2018-01-02 08-AM,847.6,847.6,835.85,836.42,3192.26,2691490.86,NULL
2018-01-02 07-AM,846.09,852,841.99,847.6,2338.49,1976116.45,NULL
2018-01-02 06-AM,842.23,857,842.22,847.72,2528.9,2150560.45,NULL
2018-01-02 05-AM,833.99,855.26,833.72,842.23,3505.32,2964004.22,NULL
2018-01-02 04-AM,826.92,850,817,833.99,6634.59,5528160.82,NULL
2018-01-02 03-AM,857.94,857.98,825.25,826.92,6583.5,5528225.84,NULL
2018-01-02 02-AM,854.29,899.5,827,857.94,14945.1,12938941.28,NULL
2018-01-02 01-AM,784.74,870,780.32,848.71,6689.01,5454614.96,NULL
2018-01-02 12-AM,754.99,786.55,749.06,784.74,4544.04,3515278.65,NULL
2018-01-01 11-PM,754.58,757.73,750.46,754.99,2058.22,1551595.22,NULL
2018-01-01 10-PM,759.28,760.99,752.04,754.58,1601.28,1213735.11,NULL
2018-01-01 09-PM,757.42,762.62,756.51,759.28,1967.37,1494436.94,NULL
2018-01-01 08-PM,746.23,758.25,744.39,757.42,1916.34,1442719.21,NULL
2018-01-01 07-PM,742.98,749.98,741.64,746.23,1967.92,1467196.99,NULL
2018-01-01 06-PM,737.02,743.58,734,742.98,1603.02,1185274.88,NULL
2018-01-01 05-PM,739.08,747.18,735.59,737.02,2180.74,1619344.57,NULL
2018-01-01 04-PM,748.8,748.91,733,739.08,1858.64,1379517.54,NULL
2018-01-01 03-PM,742.74,752.27,738.37,748.8,2461.61,1838415.28,NULL
2018-01-01 02-PM,738.93,744.67,724.15,742.74,3618.98,2650547.42,NULL
2018-01-01 01-PM,745,747.06,729.79,738.93,2660.99,1963786.73,NULL
2018-01-01 12-PM,741.01,748.8,737.74,745,2216.5,1647465.36,NULL
2018-01-01 11-AM,757.1,758,730.58,741.01,3013.88,2227019.86,NULL
2018-01-01 10-AM,753.21,759,750,757.1,1571.93,1184485.97,NULL
2018-01-01 09-AM,745,755,744.08,753.21,1797.02,1348855.53,NULL
2018-01-01 08-AM,751.99,758.1,737.4,745,2331.56,1742783.36,NULL
2018-01-01 07-AM,762.18,763.55,750,751.99,2308.63,1745672.15,NULL
2018-01-01 06-AM,748.99,762.18,746.21,762.18,2429.16,1828394.87,NULL
2018-01-01 05-AM,744.82,750,742.08,748.99,2202.97,1647134.82,NULL
2018-01-01 04-AM,734.5,744.98,730.01,744.82,2286.79,1688976.6,NULL
2018-01-01 03-AM,724.05,737.99,722.7,734.5,2104.89,1541143.15,NULL
2018-01-01 02-AM,717.97,725.75,717.59,724.05,2137.8,1543469.11,NULL
2018-01-01 01-AM,727.62,732,716.8,717.97,2262.58,1644245.5,NULL
2018-01-01 12-AM,733.98,734.52,720.03,727.62,2064.62,1498629.23,NULL
2017-12-31 11-PM,735.6,736.73,726.73,733.98,1139.97,835702.03,NULL
2017-12-31 10-PM,736.67,740,734.77,735.6,1280.95,944651.87,NULL
2017-12-31 09-PM,738,739.66,733.51,736.67,1035.27,762954.67,NULL
2017-12-31 08-PM,731.76,740,731.75,738,1874.16,1382637.2,NULL
2017-12-31 07-PM,730,734.96,724.43,731.76,1889.65,1381917.93,NULL
2017-12-31 06-PM,733.01,736.41,728.2,730,2288.95,1677471.68,NULL
2017-12-31 05-PM,728.48,738.99,723.92,733.01,2461.27,1802514.43,NULL
2017-12-31 04-PM,720.03,739.8,720.03,728.48,4992.59,3658468.98,NULL
2017-12-31 03-PM,727.45,727.46,711.1,720.03,3096.35,2225450.86,NULL
2017-12-31 02-PM,719.01,730.03,717.01,727.45,3271.21,2367772.27,NULL
2017-12-31 01-PM,713.99,725,709.98,719.01,2656.35,1906377.05,NULL
2017-12-31 12-PM,709.89,723.83,706.87,713.99,3533.54,2532590.75,NULL
2017-12-31 11-AM,703.52,712.5,701.78,709.89,2301.55,1628999.3,NULL
2017-12-31 10-AM,688.32,705,686.01,703.52,2350.6,1635646.44,NULL
2017-12-31 09-AM,688.8,694.19,682.16,688.32,1902.95,1310711.61,NULL
2017-12-31 08-AM,697,699.99,688.55,688.8,2411.2,1678652.65,NULL
2017-12-31 07-AM,688.33,699.5,685.31,697,1877.15,1300044.69,NULL
2017-12-31 06-AM,690.6,698.81,683.52,688.33,2769.51,1911141.13,NULL
2017-12-31 05-AM,698.64,705.99,688.2,690.6,2334.01,1631923.43,NULL
2017-12-31 04-AM,697.98,699.72,680,698.64,2866.7,1995594.89,NULL
2017-12-31 03-AM,711.08,712.18,683.68,697.98,2703.94,1900145.02,NULL
2017-12-31 02-AM,701.02,714.15,698,711.06,2901.36,2051671.52,NULL
2017-12-31 01-AM,701.91,710,697.59,701.02,2988.86,2101864.27,NULL
2017-12-31 12-AM,681.06,704.97,672.86,701.91,4065.86,2788607.41,NULL
2017-12-30 11-PM,697.5,702.55,675,681.06,2116.55,1464449.96,NULL
2017-12-30 10-PM,699.08,705,690.79,697.5,1575.59,1104342.91,NULL
2017-12-30 09-PM,694.59,703.99,681.92,699.08,1855.44,1288101.14,NULL
2017-12-30 08-PM,700.98,702,680,694.59,2418.71,1677898.18,NULL
2017-12-30 07-PM,691.45,703.98,683.31,700.98,2246.14,1557976.11,NULL
2017-12-30 06-PM,685.01,693,672.93,691.45,2544.59,1737576.18,NULL
2017-12-30 05-PM,655.96,690,655.88,685.01,3636.31,2454161.81,NULL
2017-12-30 04-PM,673.27,673.27,646.3,655.96,3931.32,2592763.8,NULL
2017-12-30 03-PM,677.82,694.87,665.01,673.27,3847.07,2607093.17,NULL
2017-12-30 02-PM,676.38,694,656.37,677.82,5068.86,3422205.42,NULL
2017-12-30 01-PM,670.15,685,635.82,676.38,8034.01,5304715.36,NULL
2017-12-30 12-PM,698.19,698.19,660,670.15,4701.26,3188488.21,NULL
2017-12-30 11-AM,689,699.85,680,698.19,3078.71,2133782.79,NULL
2017-12-30 10-AM,699.01,703.5,680.22,689,3217.21,2227547.12,NULL
2017-12-30 09-AM,698.91,702.52,688.35,699.01,2811.27,1957253.2,NULL
2017-12-30 08-AM,707.01,708.36,696.09,698.91,2381.11,1672228.84,NULL
2017-12-30 07-AM,693.21,711,693.21,707.01,2569.88,1806572.49,NULL
2017-12-30 06-AM,695.65,702,690,693.21,3025.54,2106644.42,NULL
2017-12-30 05-AM,671.15,695.89,670.01,695.65,3237,2211108.76,NULL
2017-12-30 04-AM,691.1,693.14,671.08,671.15,4000.61,2730312.7,NULL
2017-12-30 03-AM,690,700.47,680.06,691.1,4873.49,3375746.11,NULL
2017-12-30 02-AM,710.01,711.02,671.3,690,8347.45,5768020.48,NULL
2017-12-30 01-AM,729.67,731.94,698.77,710.01,4724.94,3396471.29,NULL
2017-12-30 12-AM,733.99,735,720,729.67,2436.68,1771317.92,NULL
2017-12-29 11-PM,730.03,739.93,730.01,733.99,1811.47,1330513.94,NULL
2017-12-29 10-PM,725.59,730.54,721,730.03,1755.19,1275929.86,NULL
2017-12-29 09-PM,731.87,735,721,725.59,2350.21,1709699.36,NULL
2017-12-29 08-PM,747.96,748.93,730.05,731.87,2192.07,1618689.17,NULL
2017-12-29 07-PM,738.5,750,735,747.96,1802.2,1334478.52,NULL
2017-12-29 06-PM,738.83,744,734,738.5,2612.72,1929266.98,NULL
2017-12-29 05-PM,745.59,753.73,734,738.83,2623.51,1952614.62,NULL
2017-12-29 04-PM,750.66,757.87,744.06,745.59,3264.09,2453923.41,NULL
2017-12-29 03-PM,741,750.97,735.02,750.66,3239.8,2409404.23,NULL
2017-12-29 02-PM,734.71,747.91,733.5,741,3140.03,2321702.75,NULL
2017-12-29 01-PM,719.33,734.99,717.14,734.71,2634.68,1903193.37,NULL
2017-12-29 12-PM,727.13,730.44,718.98,719.33,2897.19,2097225.31,NULL
2017-12-29 11-AM,708.02,733.74,708,727.13,2898.04,2087329.12,NULL
2017-12-29 10-AM,717,728.86,705.07,708.02,4232.51,3029052.82,NULL
2017-12-29 09-AM,732.67,737,715.05,717,3178.49,2306066.97,NULL
2017-12-29 08-AM,731.88,741.94,722.3,732.67,2146.77,1575391.79,NULL
2017-12-29 07-AM,744,744.02,722.2,731.88,3006.97,2196112.55,NULL
2017-12-29 06-AM,740.05,747,739.7,744,2297.79,1709511.74,NULL
2017-12-29 05-AM,733.7,743.33,732.56,740.05,2595.12,1914854.82,NULL
2017-12-29 04-AM,735.11,740.07,731.08,733.7,2336.4,1718522.43,NULL
2017-12-29 03-AM,732.47,740,728.93,735.11,2764.41,2025906.11,NULL
2017-12-29 02-AM,712.07,739.91,712.07,732.47,3180.84,2313740.6,NULL
2017-12-29 01-AM,714.42,714.42,705,712.07,1887.75,1337937.2,NULL
2017-12-29 12-AM,707.89,718,703,714.42,1837.23,1307729.92,NULL
2017-12-28 11-PM,696.99,711,692,707.89,1520.72,1070514.71,NULL
2017-12-28 10-PM,693.14,705,691.94,696.99,1126.25,786596.33,NULL
2017-12-28 09-PM,690.94,702,685,693.14,1505.25,1042958.27,NULL
2017-12-28 08-PM,688.2,702.33,687.05,690.94,2022.49,1404767.34,NULL
2017-12-28 07-PM,672.15,688.34,671,688.2,1887.11,1289517.73,NULL
2017-12-28 06-PM,698,698.55,667.87,672.15,3287.13,2245276.79,NULL
2017-12-28 05-PM,686,698.99,679.22,698,2208.32,1524396.76,NULL
2017-12-28 04-PM,701,714.68,683.56,686,1886.06,1321470.54,NULL
2017-12-28 03-PM,700.32,711.4,695.6,701,2011.97,1418910,NULL
2017-12-28 02-PM,688.61,701.04,674.07,700.32,2587.93,1787776.94,NULL
2017-12-28 01-PM,683,692.81,676,688.61,2136.77,1469614.46,NULL
2017-12-28 12-PM,668.79,689.7,662.36,683,2866.67,1926822.85,NULL
2017-12-28 11-AM,654,670,650.74,668.79,3424.73,2262719.37,NULL
2017-12-28 10-AM,683.7,691.99,651.99,654,3643.93,2464085.77,NULL
2017-12-28 09-AM,691,699.89,682.98,683.7,2189.99,1519435.1,NULL
2017-12-28 08-AM,687.52,695,680.01,691,2150.13,1476524.55,NULL
2017-12-28 07-AM,680,693.17,678.2,687.52,3564.6,2449941.7,NULL
2017-12-28 06-AM,674.06,690.28,670,680,3589.54,2446137.33,NULL
2017-12-28 05-AM,697.85,701.7,670.06,674.06,3782.77,2583637.74,NULL
2017-12-28 04-AM,695.94,710,683.82,697.85,3564.38,2496289.13,NULL
2017-12-28 03-AM,670,710,657.69,695.94,7667.09,5247428.27,NULL
2017-12-28 02-AM,738.5,741.7,645.88,670,8317.77,5722321.22,NULL
2017-12-28 01-AM,732.6,740,728.27,738.5,1579.25,1160553.41,NULL
2017-12-28 12-AM,739.89,744.93,726,732.6,1398.22,1025213.34,NULL
2017-12-27 11-PM,735.31,744.99,731.2,739.89,1236.16,911248.08,NULL
2017-12-27 10-PM,732.41,740.97,723,735.31,1542.68,1132142.06,NULL
2017-12-27 09-PM,721,740,718.05,732.41,1090.12,796088.04,NULL
2017-12-27 08-PM,721.75,730,711.04,721,1543.97,1113806.52,NULL
2017-12-27 07-PM,728.94,743.63,715,721.75,2377.94,1743164.91,NULL
2017-12-27 06-PM,715.76,734.75,715,728.94,2010.53,1459429.75,NULL
2017-12-27 05-PM,706.02,722,693.18,715.76,3624.4,2562830.34,NULL
2017-12-27 04-PM,732.8,737.97,701.5,706.02,3543.32,2555565.19,NULL
2017-12-27 03-PM,734.75,740,720.02,732.8,2723.67,1990047.77,NULL
2017-12-27 02-PM,759,759,728.33,734.75,2729.82,2033319.65,NULL
2017-12-27 01-PM,757.33,759,746,759,1568.3,1180046.85,NULL
2017-12-27 12-PM,748.78,760,747.99,757.33,2302.2,1733833.97,NULL
2017-12-27 11-AM,737.75,748.87,730,748.78,2093.86,1552501.74,NULL
2017-12-27 10-AM,748.86,752.95,725.06,737.75,2343.34,1728831.3,NULL
2017-12-27 09-AM,762.47,762.47,743.33,748.86,2563.76,1936366.1,NULL
2017-12-27 08-AM,762.48,765,752.99,762.47,1503.5,1143687.08,NULL
2017-12-27 07-AM,762.37,766,757.21,762.48,2386.21,1818089.94,NULL
2017-12-27 06-AM,763.71,766.05,760,762.37,1944.36,1483942.14,NULL
2017-12-27 05-AM,762.2,764.44,756.37,763.71,1653.28,1260869.03,NULL
2017-12-27 04-AM,761,764.96,759.39,762.2,1956.91,1492937.67,NULL
2017-12-27 03-AM,754.55,763,752.61,761,1744.34,1320090.09,NULL
2017-12-27 02-AM,757.02,757.02,750,754.55,1593.95,1201526.14,NULL
2017-12-27 01-AM,756.99,764.68,754.24,757.02,2027.36,1541199.45,NULL
2017-12-27 12-AM,750,758.67,747.01,756.99,1925.81,1449841.95,NULL
2017-12-26 11-PM,738.23,750,737.75,750,1539.36,1147320.14,NULL
2017-12-26 10-PM,743.29,744,734,738.23,1299.51,960438.58,NULL
2017-12-26 09-PM,737,743.63,734,743.29,1217.16,898958.58,NULL
2017-12-26 08-PM,744.42,745.98,733,737,1587.36,1177693.83,NULL
2017-12-26 07-PM,738.41,748.46,738.41,744.42,1349.22,1004403.7,NULL
2017-12-26 06-PM,739.8,750,737.1,738.41,1759.39,1304205.57,NULL
2017-12-26 05-PM,742.98,742.99,732.32,739.8,2198.47,1621307.03,NULL
2017-12-26 04-PM,741.1,744.93,738.87,742.98,2236.71,1659876.09,NULL
2017-12-26 03-PM,737,744.92,730.01,741.1,2439.84,1797944.53,NULL
2017-12-26 02-PM,734.77,744,734.5,737,3197.09,2365524.99,NULL
2017-12-26 01-PM,737.5,739,731.21,734.77,1730.42,1272044.13,NULL
2017-12-26 12-PM,736.05,742.64,729,737.5,2129.74,1566428.29,NULL
2017-12-26 11-AM,743,745.64,730,736.05,2619.63,1934312.51,NULL
2017-12-26 10-AM,747.69,750,741.5,743,2077.67,1551610.82,NULL
2017-12-26 09-AM,739.25,749,732.98,747.69,1935.06,1437015.19,NULL
2017-12-26 08-AM,741.71,749,738,739.25,2162.09,1607742.68,NULL
2017-12-26 07-AM,734.94,741.8,732.37,741.71,2816.35,2076949.96,NULL
2017-12-26 06-AM,731.07,745.76,728.69,734.94,3591.97,2652068.64,NULL
