Open,High,Low,Close,Volume USDT
905,930,880,890,11448323.18
969.89,970,900.08,905,16563429.85
972.5,985.97,931.51,969.89,15231605.21
926.85,974.5,915,972.5,16722027.03
972,988.42,890.01,926.85,35748660.14
873.99,974,873.96,972,38665169.05
847.01,880,783.67,874,24221861.93
878.6,885,845,847.01,8019943.84
899.99,901.98,873.1,878.6,6922838.64
903.99,905.5,866,899.99,14998930.03
931.94,932.5,891,905.01,12295191.56
950.01,974,927,931.94,11237728.47
945.1,953,901.11,950.01,15836359.2
972,974.69,942.96,945.1,7138517.63
977.97,987.11,965,972,5620845.11
1003.56,1008.01,975,977.97,8928749.31
967,1003.94,963.98,1003.56,6345074.22
982.19,1005,960,967,12667816.54
1041.94,1047.2,980,982.19,10960570.2
1018.16,1056.68,1017.14,1041.94,4832028.36
1044.79,1052,1016,1018.16,6348542.6
1051.01,1065,1031,1044.79,11751086.1
1012.03,1056.74,981,1051.01,19685309.92
1053.73,1054.24,1005.02,1012.03,11480119.18
1061,1071,1045.58,1053.73,5860045.96
1041.5,1088.96,1036.01,1061,10152135.63
1079.05,1081.06,1026,1041.5,18138883.53
1116,1119,1071,1079.05,9599268.51
1136,1150.83,1113,1116,9600209.33
1139,1162.36,1124.67,1136,13091031.96
1116,1145.1,1110,1139,8543734.91
1096,1133.02,1093,1116,6484694.32
1101.74,1112.83,1092.97,1096,9537918.94
1123.3,1131.66,1097.29,1101.74,8650950.35
1137.1,1137.17,1090.5,1123.3,12742694.73
1142.99,1151,1135,1137.1,2900247.26
1159.13,1159.13,1140.01,1142.99,3760991.58
1152.51,1164.42,1146.5,1159.13,3837976.22
1140,1154.72,1130.18,1152.51,4183117.66
1150.5,1164.99,1125.01,1140,8199920.24
1135,1154.99,1134.07,1152,4892774.46
1132,1140.89,1125.01,1135,4548738.33
1124.81,1137.99,1120.56,1132,3618828.43
1114.36,1126,1110,1124.81,2366314.03
1111.1,1120.99,1109.41,1114.36,1984104.78
1113.03,1116.01,1105.54,1111.1,1710857.82
1104.79,1115.19,1101.89,1113.03,2080267.21
1113,1114,1101,1104.79,2130489.11
1107.1,1120.45,1107.04,1113,2774265.29
1109.17,1123.17,1106.5,1107.1,2475990.91
1102,1115.01,1086,1109.17,4389709.5
1099.11,1114,1097,1102,3473784.84
1104,1116.71,1085,1099.11,4788003.64
1125,1135,1102.1,1104,4141692.18
1111.91,1129.29,1109.97,1125,3695988.52
1106.08,1118.09,1095.82,1111.91,3239140.92
1095,1110,1094.88,1106.08,2885242.23
1098.86,1101.9,1075,1095,3968322.91
1112,1117.3,1086.85,1098.86,3133432.48
1100.5,1117,1098.09,1112,4372220.76
1079,1106.59,1078.45,1100.5,5548552.98
1073,1086.12,1051.91,1079,6301391.86
1080.67,1082.07,1060.62,1073,3659622.79
1091.27,1095.99,1066.02,1080.67,5517495.22
1057,1099,1054.68,1091.27,5995615.36
1047.98,1070,1029,1057,14403177.98
1084.63,1090.58,1045,1047.98,7815477.78
1101,1102.91,1071.25,1084.63,5791312.46
1089.55,1120.99,1088.32,1101,7926650.87
1077.76,1100,1072,1089.55,5802932.36
1112.11,1112.4,1071.7,1077.76,8779049.14
1074.5,1123.38,1051,1112.11,18791392.84
1104.99,1106.26,1055,1074.5,21483125.71
1118,1133,1104.98,1104.99,4264165.56
1112.09,1133.01,1111.11,1118,6685696.57
1137.74,1141.89,1101,1112.09,9633540.07
1136.71,1151,1126.88,1137.74,6819525.94
1162.62,1164.83,1125.03,1136.71,8251982.51
1169.89,1175,1160,1162.62,3045608.07
1173.87,1174.1,1160.01,1169.89,2700496.08
1172.98,1174.97,1156,1173.87,3270327.71
1184.76,1185,1165.56,1172.98,4069144.97
1174.96,1186.85,1174.05,1184.76,4371349.04
1159.5,1178.92,1152.25,1174.96,5503071.31
1160.05,1170,1155,1159.5,2717298.1
1150.48,1169.1,1150.48,1160.05,3690091.69
1136.37,1159.74,1130.08,1150.48,4240775.04
1148.1,1151.57,1120,1136.37,8007701.69
1140,1159.76,1138.12,1148.1,5279685.89
1172.97,1172.97,1136.01,1140,7309860.45
1177.01,1180.95,1171.17,1172.97,2222576.65
1164.3,1183.05,1164.06,1177.01,2663637.87
1184.1,1185.8,1161.65,1164.3,3438794.15
1177.74,1186,1173.6,1184.1,2076894.2
1177.5,1185.6,1175,1177.74,1944536.33
1188.03,1192,1175,1177.5,2489352.13
1196.01,1202.65,1186.5,1188.03,2647479.73
1200.4,1205.21,1195.02,1196.01,3052022.73
1202.98,1204.67,1195.02,1200.01,2681323.38
1201.88,1206.4,1190.28,1202.98,3293776.64
1192.39,1208,1190.06,1201.88,4612635.99
1188,1194.76,1182.05,1192.39,5191241.58
1184.88,1189.76,1176.1,1188,3618992.52
1199,1207.07,1170.12,1184.88,6468237.02
1196.05,1213,1192,1199,4430410.49
1197.67,1199.87,1185.01,1196.05,4967797.42
1184.12,1205,1170,1197.67,8032185.18
1200.4,1201.49,1181.66,1184.12,4684706.32
1218,1222,1183,1200.4,8423858.27
1232,1232.88,1217.1,1218,3885175.75
1207.66,1240,1204.8,1232,6601471.04
1213.38,1213.74,1200.02,1207.66,5101289.79
1198,1220,1181.1,1213.38,10781667.53
1250.5,1253,1184.86,1200.04,15329613.65
1251.96,1258.89,1245,1250.5,3118141.09
1256.75,1258.07,1240.01,1251.96,3770514.06
1248.01,1264,1248.01,1256.75,5574192.04
1242.5,1249.9,1240,1248.01,3909601.24
1235.22,1248,1230.83,1242.5,2826211.99
1239.12,1239.49,1225,1235.22,3403974.69
1235.9,1245.87,1232.68,1239.12,3887155.62
1227.5,1236.32,1220,1235.9,4499915.16
1222.99,1229.79,1212,1227.5,4813583.65
1228.61,1236.79,1221,1222.99,4624825
1246,1246.07,1223,1228.61,7359296.58
1228.5,1253,1210,1246,12413921.44
1264.28,1277,1208,1228.5,16693247.93
1228,1265,1223.78,1264.28,10314021.98
1192.99,1249,1190.11,1228,14638610.7
1184,1196,1170.01,1192.99,6399675.08
1182.97,1196.6,1182,1184,6371597.4
1202.98,1204.01,1180,1182.97,8804258.8
1173,1207.12,1163.45,1202.98,9047640.47
1156.3,1182.24,1156,1173,10856683.76
1138.75,1159.58,1138.05,1156.3,7433498.97
1124.22,1139.8,1123.14,1138.75,3993844.46
1119.82,1125.81,1116.99,1124.22,2768154.92
1123.69,1124.25,1112,1119.82,4707679.03
1118.99,1129.09,1113,1123.69,3716092.6
1125.21,1127.99,1103.15,1118.99,5293058.86
1120.96,1127.49,1117,1125.21,3418905.51
1120,1124.5,1109,1120.96,3455314.43
1108.47,1125,1108.47,1120,4186084.27
1102.9,1110.84,1101.02,1108.47,2926451.36
1098,1109.23,1090.03,1102.9,2921802.9
1116.4,1120.05,1092,1098,9499775.27
1095,1116.5,1085.3,1116.4,9787191.57
1070.16,1097.06,1070.16,1095,5341779.23
1072.1,1076.3,1066.16,1070.16,2690017.45
1066.51,1080,1066.06,1072.1,2694729.92
1065.77,1074.89,1060.02,1066.51,2290222
1079.94,1081.99,1051.13,1065.77,5946150.67
1078,1085,1073.5,1079.94,3515568.09
1068.99,1079.49,1066,1078,3508467.01
1071.02,1078,1063.5,1068.99,3624386.85
1074,1074.8,1061.02,1071.02,4468135.86
1069,1079.8,1062.2,1074,5362686.3
1049.91,1075.07,1043,1069,4727313.47
1046.23,1057.99,1045.5,1049.91,2447140.14
1051,1058.1,1042,1046.23,2184802.77
1036.42,1059.9,1032.2,1051,3514939.57
1055,1055.94,1035,1036.42,2922827.16
1051.03,1062,1048.1,1055,2870109.67
1033.15,1054.75,1032.35,1051.03,3311124.01
1040.87,1045,1032,1033.15,2167918.14
1047.75,1047.96,1036.03,1040.87,2660076
1036.74,1055,1033.26,1047.75,2556717.13
1044.83,1048.01,1032.37,1036.74,3487569.32
1061.31,1063.92,1042.01,1044.83,3366809.48
1055.99,1066,1045.01,1061.31,4851632.6
1063.6,1080,1053.04,1055.99,11418305.85
1040.09,1064,1039.51,1063.75,10261743.68
1018.12,1042.19,1016,1040.09,5792947.13
1025.26,1040.99,1011.24,1018.12,6342109.45
1008.21,1038,1003.39,1025.26,6234165.02
1009.55,1012.97,1001.1,1008.21,5408323.45
1003,1020,990,1009.55,8343989.93
1029.93,1031,986,1003,12722391.38
1038,1038.88,986.69,1029.93,24990168.48
1070.99,1070.99,1036.88,1038,6550208.92
1064.35,1075,1063.01,1070.99,3368072.94
1068.5,1070.44,1064,1064.35,2220950.65
1072.8,1073.9,1060.71,1068.5,2092807.92
1073.92,1077.98,1065.12,1072.8,2351460.89
1055.7,1082,1054.02,1073.92,5109293.67
1069.33,1073.58,1053,1055.7,2596386.76
1056.52,1071,1053.71,1069.33,2896292.49
1061.71,1064.71,1050.5,1056.52,2250962.54
1066.04,1075.33,1060.04,1061.71,2161412.25
1070.76,1079.7,1055,1066.04,3202705.38
1065,1084,1062.1,1070.76,3647305.83
1062.34,1069.98,1058,1065,2219252.53
1048.14,1067,1048.14,1062.34,3339431.96
1036.69,1050.72,1036.02,1048.14,2829291.43
1037.71,1055,1035.04,1036.69,4992739.05
1052.8,1056.37,1030.26,1037.71,5165220.05
1055,1066.23,1049,1052.8,4729411.84
1035.01,1059.92,1035.01,1055,5001618.89
1058,1065,1035,1035.01,8153031.63
1074.86,1083.2,1056.91,1058,4449150.04
1074.09,1086.99,1068.82,1074.86,4061970.21
1061,1077,1045.9,1074.09,6016257.85
1079.6,1081,1060.1,1061.94,6550441.97
1087,1092.98,1075.02,1079.6,5152736.61
1100.09,1105.97,1086,1087,4712904.59
1095,1104.56,1089.44,1100.09,4615369.83
1108.51,1109,1079.76,1095,9251367.97
1093,1115,1086,1108.51,9461448
1068.92,1098,1057.55,1093,8332814.48
1060.62,1078,1058.02,1068.92,6680067.76
1061,1065,1051.08,1060.62,5137431.68
1030.87,1064.99,1030.87,1062.99,4360770.18
1040.28,1042.82,1026.3,1030.87,2802420.04
1035.5,1044.75,1032,1040.28,3043712.53
1035.95,1041.18,1029.51,1035.5,3050015.94
1022.74,1038.97,1019.68,1035.95,2940033.26
1030,1040,1017.02,1022.74,4451246.96
1022.93,1033.12,1004,1030,4369744.4
1016.01,1027.5,1004.92,1022.93,7217768
1040,1047.1,1016,1016.01,7419759.87
1032,1074,1031.11,1042,14957428.26
1032.8,1033.74,1021.69,1032,6573930.71
1015,1037,1007.01,1032.8,8465734.9
1004.01,1022.72,1003.05,1015,7281018.82
1002.79,1008.88,997.18,1004.01,4827586.42
996,1004,986.15,1002.79,3110262.51
1000.01,1010,994.22,996,4869244.6
993.03,1008,985.22,1000.01,6747446.56
974.88,1000,970,993.03,5687046.61
966.3,979.49,965,974.88,2537891.25
984.42,986.49,960,966.3,5445442.57
973.02,989.89,968.61,984.42,4891394.62
958.99,974.7,953.09,973.02,3444329.58
958,979,954,958.99,4649038.21
980,989.36,954.3,958,5886871.22
1000.01,1002.98,972,983,6050910.74
992.6,1014,992.46,1000.01,4425445.88
999,1001,986.81,992.6,3506774.83
980.44,1006,971.8,999,5777731.29
1001.99,1004,975,980.44,5355339.72
1006.03,1019.95,1000,1001.99,6035363.62
1017.25,1024,990.66,1006.03,9393352.66
987.5,1030,987,1017.25,16828585.47
956.96,991.03,953,989.9,9236456.13
942.31,959,935,956.96,3932239.69
931.76,949.04,923.5,942.31,4623112.99
932.5,947.02,917.01,931.76,7043190.58
945,950.91,909,932.5,10708410.51
953.35,964,940,945,3246006.28
966.64,970.5,945.66,953.35,3201331.49
946.66,974.99,939,966.64,4076659.44
948.25,957.5,931.23,946.66,4791143.91
955.13,973.97,942,948.25,5461242.73
970,975,940.09,955.13,10283399.69
998.44,1006.49,970,970,5065067.69
989.99,1012.16,983.99,998.44,3748462.39
978,999,975.26,989.99,3463521.78
991.91,1004.8,975,978,5140011.06
993,1003.2,972,991.91,5324215.9
985.98,998.94,965.15,993,5903215.86
950.99,989,945,985.98,8367408.82
951,957.95,908,950.99,12133011.65
975.28,980,950,951,4581140.11
961,978,956,975.28,4210018.23
974.73,984.2,960,961,4929752.88
965,994,964.91,974.73,5942831.82
951,982,940,965,11794250.73
981.72,983.04,934.95,951,14113378.86
975,1008,965.7,981.72,13094617.08
1034.3,1034.99,951.1,975,21030246.97
1036.89,1047.01,1020,1034.3,6962594.54
1080.31,1083.81,1035,1036.89,7240534.78
1079,1082.95,1071,1080.31,3074011.62
1078,1087.96,1066.52,1079,4009173.26
1073.88,1090.15,1069.9,1078,6122952.08
1061.19,1074.99,1052,1073.88,4578723.48
1049.5,1070,1048,1061.19,4246157.03
1059,1074,1042.1,1049.5,4434603.69
1050,1073.89,1048.5,1059,5068708.99
1050.98,1053,1031.99,1050,3541822.24
1037,1052.91,1020,1050.98,5071156.12
1073.05,1073.29,1032,1037,4836386.34
1049,1073.05,1036.3,1073.05,8495315.42
1011.8,1049.24,1008.07,1049,3766193.36
1020.37,1040.98,1008,1011.8,4558629.16
1001.51,1022.58,998,1020.37,5518938.59
1036.86,1038,1000.46,1001.51,5439545.89
1029.04,1049,1020,1036.86,4579317.43
1030.02,1038.99,1015.01,1029.04,4634631.39
1025.71,1040,1004,1030.02,9405954.54
1045.87,1048.77,1005,1025.71,14300435.25
1071,1088.6,1045,1045.87,7617735.59
1102.5,1111.48,1068,1071,7301560.56
1084.56,1117.98,1084.4,1102.5,5781871.14
1110,1118,1081,1084.56,7079511.47
1064.01,1110,1064.01,1110,7608863.96
1044.57,1073.9,1044.57,1064.01,5457303.05
1065.24,1066.99,1040.11,1044.57,6822754.52
1053.4,1087.13,1046,1065.24,8742301.16
1066,1068.99,1016,1053,15627349.95
1074.5,1086.98,1056,1066,8658345.78
1083,1106.9,1070,1074.5,12865768.52
1117.12,1119.99,1083,1083,6814224.96
1127,1135,1115,1117.12,3128163.71
1125.74,1143.33,1110,1127,5011890
1096.4,1127.7,1093,1125.74,7197419.19
1152.75,1152.75,1093,1096.49,8584372.92
1153.99,1160,1146.9,1152.75,2245603.51
1155.19,1160,1150,1153.99,2344341.88
1150,1158.51,1144.5,1155.19,2187873.35
1147,1154.78,1127.97,1150,3451405.88
1163.92,1164.83,1134.99,1147,3933940.44
1152,1165.4,1148,1163.92,4248265.02
1160,1161,1141.9,1152,5587497.85
1131.47,1160.25,1129.62,1160,7312379.3
1128.7,1134.9,1123.57,1131.47,3984283.76
1116.02,1135,1114.02,1128.7,4224309.52
1120,1134.21,1116.02,1116.02,4302978.45
1102.12,1122.09,1081,1120,5232018.33
1120,1124.99,1101.02,1102.12,4040877.4
1116.05,1121,1105.26,1120,4120454.84
1140,1141.34,1110,1116.05,5807674.26
1127.13,1140,1121.9,1140,7851119.3
1113.74,1130,1108.1,1127.13,6251203.3
1129.11,1135.08,1096.7,1113.74,10305173.01
1093.01,1132.99,1080.54,1129.11,17090099.22
1065,1097.56,1051,1093.01,7818481.48
1063.8,1071.99,1060,1065,6033741.19
1056,1065,1050.61,1063.8,4137135.15
1041.42,1056,1037.03,1056,4216952.45
1032.5,1045,1031,1041.42,4238204.3
1015.02,1032.5,1013.27,1032.5,2691116.95
1018.03,1025.19,1011.1,1015.02,3573732.54
1022.01,1035.3,1016.14,1018.03,3124925.82
1016.06,1030,1007.11,1022.01,3373421.69
1022.55,1033.83,1006.07,1016.06,4742129.54
1029.79,1036,1004.13,1022.55,7832768.68
1052.11,1055.14,1020.01,1029.79,6696767.67
1037.9,1059.59,1035.61,1055.35,5799429.65
1034.87,1052.3,1024,1037.9,6419621.31
1062.99,1072.76,1024.96,1034.87,9047255.84
1069.02,1079,1060,1063,6429909.22
1053.91,1075.5,1045.46,1069.02,9718540.63
1052.76,1056.97,1039.5,1053.91,4864043
1023.41,1053,1020.41,1052.76,6673720.03
1033.22,1044.99,1020,1021.9,5369571.35
1003,1049.87,995.03,1033.22,11450669.91
1011.8,1011.8,989,1003,4478803.23
1006.1,1021.3,992.2,1011.8,5411482.13
993.21,1015,988,1006.1,7116586.08
982.76,1004.99,960.08,993.21,7528035.73
957.96,995.94,941,982.76,14447630.63
1020.21,1023.47,956,957.96,11057841.27
1027.78,1043.95,1004.68,1020.21,6886239.06
994,1030,980.02,1027.13,7092450.39
992.99,1010,960.11,993.5,9755299.76
1026,1028.34,960,992.99,17307599.4
1053.02,1062.98,1010.99,1024.75,8778075.57
1050.94,1069,1040,1053,5658265.36
1037.05,1050.99,1023.01,1050.94,6144890.91
989.06,1040,985.01,1037.05,12147702.34
1030,1039.17,986.32,989.06,12285838.53
1070,1070,1018.5,1030,13318177.94
1060,1075.2,1045,1070,12775729.07
1025.21,1060,1017.76,1060,8146451.27
1020.07,1050.01,1007,1025.21,10778268.37
1023,1074,1010,1020.07,14743291.81
997,1035.51,997,1023,9131321.5
988,1004.71,978.01,996.98,6961894.46
965,1006.53,961.23,988,9030177.75
934,968.31,933,965,7223309.87
987,990,930.86,934,9636937.93
970.05,997.97,965.16,987,8044655.13
952.01,982.01,924.21,970.05,17014120.95
982.09,1025,950,952.01,13078386.07
1049.55,1054,970.75,982.09,16610012.26
1034.99,1058.59,1005.94,1049.55,16375187.93
1006.19,1050,986.94,1033.99,18085160.18
1000,1006.55,958,1006.19,14489751.75
956.99,1027.77,912.9,1000,21627753.17
1042.9,1070,923.45,956.99,26138670.87
980.21,1048,941,1042.9,21984031.03
905.02,988,891,980.21,19905053.77
833.52,935,833.52,905.02,9986998.46
860.79,866.62,831.25,833.52,6891239.77
902.75,913,820.04,860.79,20721758.04
782.97,905,775,902.75,21642434.28
767.46,802.94,755,777.86,18977479.36
826.98,845.67,766.07,767.03,22981144.25
865.31,873.99,825,826.98,8426312.04
859.96,895,845,865.31,8599254.09
859,919,843.48,859.96,14415427.04
912.88,914.98,853,859,13656175.83
941.15,944.11,885,912.88,8036864.37
967.01,969.17,922.8,941.15,8580888.37
961.09,980,951.62,967.01,7152019.7
934,991.36,931.02,961.09,11976553.96
936.77,946,898,934,10343139.45
938.99,969.99,885,936.77,13176757.82
940,949,865,938.99,19979252.51
981.01,997.99,912.03,940,12624806.44
968.4,1030,965.1,981.01,15182321.22
1000,1075.51,959.59,968.4,25602596.54
970.02,1063,916,1000,27816297.56
894.13,995,780,970.02,36898656.99
971.45,1004.28,880,894.13,23621933.17
1023.7,1039.02,965,971.45,7834956.37
1006.84,1065,1005,1023.7,8906749.54
1000.01,1028.8,961.81,1006.84,17612535.19
1084,1095.08,1000.01,1000.01,10843766.67
1119.99,1119.99,1075,1084,7554900.4
1078,1126,1068.3,1119.1,9311323.91
1031.88,1094,1020,1078,12695186.97
1092,1120,1010,1031.88,11257345.15
1138.02,1143.42,1055.01,1092,12646318.93
1032.95,1143,1029.99,1138.02,16195665.8
980.02,1081.99,980.01,1032.95,21796585.16
1086.64,1093.5,947,980.02,24792433.27
1140.19,1156.26,1000,1086.64,29186020.22
1216.35,1222.2,1130.11,1140.19,6252031.01
1221.45,1226.32,1206,1216.35,2341720.22
1216,1232.99,1205,1221.45,3914704.07
1218.83,1230,1205.02,1216,4291289.77
1259.01,1259.01,1216.18,1218.83,4638049.84
1224.99,1262.11,1186.32,1259.01,7795602.78
1237.04,1241.99,1178,1224.99,10962816.83
1271,1275.01,1212.1,1237.04,8731579.02
1293.77,1294.92,1258.12,1271,3941567.34
1305.94,1305.95,1287.01,1293.77,1376029.98
1292.11,1307,1285.01,1305.94,1863822.08
1301.95,1306,1284,1292.11,2225273.14
1298.85,1303.89,1285,1301.95,1909094.98
1298.99,1304.4,1290,1298.85,1928473.82
1306,1316,1297.3,1298.99,2187920.79
1310,1313.46,1297.3,1306,3111485.78
1295.51,1325,1290,1310,3937663.5
1296.57,1304.38,1293.12,1295.51,3227949.43
1328.24,1329.98,1284,1296.57,5692858.15
1246.97,1329.46,1246.97,1328.24,3770982.98
1315.96,1324.46,1260.02,1290.02,7169448.92
1309.99,1329.95,1306.33,1315.96,3016640.71
1304.97,1320,1292.2,1309.99,3191159.35
1300,1317.4,1285,1304.97,4410687.76
1334.51,1336.74,1300,1300,4197375.04
1331.82,1345,1331.09,1334.51,2576179.37
1323.35,1336,1303.34,1331.82,3713922.53
1316.77,1330,1316.11,1323.35,2129640.31
1318,1328,1305,1316.77,2407664.64
1321,1338,1297.9,1318,5444197.44
1377,1378.5,1313.71,1321,5654750.65
1347,1383.13,1345.01,1377,4825112.95
1332,1355.61,1325.61,1347,4779835.22
1307.5,1333.73,1304.01,1332,2762312.18
1315.5,1319.59,1300.74,1307.5,1774295.37
1293.57,1319.99,1290.66,1315.5,2382678.02
1293.98,1311.49,1290.27,1293.57,4872061.36
1297.09,1323.95,1280,1293.98,4577211.55
1275.69,1298.98,1268.09,1297.09,4724141.25
1250,1279.97,1230,1275.69,5963306.82
1288,1294.2,1220.89,1246.97,10306998.22
1311.8,1314,1280,1288,4792517.72
1251.7,1315,1246.01,1311.8,7091286.98
1302,1303.99,1227.11,1251.7,12394126.35
1333.88,1333.93,1286,1302,6564992.42
1323.81,1344.4,1320.37,1333.88,3463154.61
1346.4,1347.19,1311,1323.81,6345810.35
1336.87,1357.9,1336,1346.4,3952484.7
1355.5,1361,1325.23,1336.87,3411418.29
1341,1365.76,1338,1355.5,3592911.58
1329.36,1346.6,1305.21,1341,6764867.15
1373.4,1378.8,1310,1329.36,7253144.65
1370.49,1376.8,1360,1373.4,2043229.71
1385.4,1386.98,1352,1370.49,3427816.15
1364.88,1391.89,1358.51,1385.4,2958149.47
1388.02,1388.1,1358.5,1364.88,3691625
1394.01,1394.02,1366,1388.02,4313747.1
1401.36,1411.63,1382,1394.01,3154410.72
1416.09,1420,1395.78,1401.36,3282724.7
1385.52,1419.99,1383.69,1416.09,3245792.67
1417.17,1419.98,1365.5,1385.52,6009110.72
1396.02,1427.01,1392.95,1417.17,8234679.33
1362.99,1399.08,1361.05,1396.02,5224425.31
1357,1363.11,1351.4,1362.99,2768815.83
1350,1358,1333.7,1357,4455971.73
1365.01,1368.22,1330,1350,5870305.95
1354.99,1368.89,1354,1365.01,4381720.91
1337.1,1357.4,1334.5,1354.99,4195637.57
1329.08,1338,1324.2,1337.1,1820677.42
1324.8,1338,1311.92,1329.08,3402287.87
1329.92,1333.01,1305,1324.8,3009614.77
1330.57,1331.89,1310.5,1329.92,3606375.69
1303.05,1336.98,1301.01,1330.57,3144452.88
1306.8,1307.5,1289.51,1303.05,3944862.48
1282.19,1309.9,1280.01,1306.8,4832456.28
1282.1,1286,1276.36,1282.19,3348854.75
1287,1288,1252,1282.1,4724400.49
1284.82,1290,1280.2,1287,3668220.66
1274.96,1285.7,1266.7,1284.82,4064026.06
1253.87,1280,1253.87,1274.96,3058473.67
1244,1258.5,1237.01,1253.87,4457137.49
1250.63,1250.9,1231,1244,1926808.94
1259.05,1259.1,1243,1250.63,1486264.51
1253.06,1280,1245,1259.05,2812496.44
1223.4,1258,1216.6,1253.06,3016929.66
1226.9,1229.3,1214.21,1223.4,2269007.94
1215.8,1234.2,1210.92,1226.9,4781332.03
1216,1234.2,1200.01,1215.8,5526063.78
1260.01,1263.68,1201.8,1216,6104542.18
1264.15,1274.99,1236.7,1260.01,5816968.42
1276.99,1288.5,1245,1264.15,5558551.72
1220,1277,1212,1276.99,4916050.79
1214.98,1231.24,1211.01,1220,3744750.47
1192.08,1227,1191.13,1214.98,3783806.57
1204.59,1206.9,1176,1192.08,2885850.46
1220,1228.94,1200,1204.59,4615174.93
1225.5,1241,1212,1220,5054872.26
1208.11,1230,1208.11,1225.5,5066440.84
1211.03,1224.6,1190,1208.11,4744476.08
1221.4,1221.41,1184.12,1211.03,4899624.29
1173.27,1221.41,1163.85,1221.4,5951816.49
1173.96,1186,1158,1173.27,4517273.56
1112.99,1175,1112.25,1173.96,6422114.03
1138.93,1138.97,1069.01,1112.99,8153371.75
1126.26,1145,1074.99,1138.93,9324581.63
1170,1176.1,1106,1126.26,5158733.66
1179.99,1183.97,1145.5,1170,3799865.04
1176.99,1196.39,1140.29,1179.99,4909410.12
1215.04,1222.29,1162.8,1176.99,5510411.61
1220.98,1232,1215,1215.04,3675837.6
1230.39,1237.09,1215,1220.98,5080237.97
1225,1248.8,1220.02,1230.39,4416866.73
1212.52,1249.9,1212.5,1225.1,8086966.28
1203.54,1230,1200.83,1212.52,7390399.21
1205.61,1215,1180.05,1203.54,8482092.26
1190.3,1220,1178.8,1205.61,5700665.57
1186,1200,1146.57,1190.3,9414795.46
1219.14,1230,1180.05,1186,5241473.14
1234.93,1242.7,1210.6,1219.14,4989827.98
1227.97,1249.99,1227,1234.93,7310597.35
1183.05,1235,1164.89,1227.97,8920628.07
1141.9,1213.21,1134,1183.05,12002499.92
1176.96,1245,1120,1141.9,20700533.44
1160,1226,1021,1176.96,38681886.62
1293.59,1294.9,1119,1160,18603601.11
1292.01,1307.67,1284.14,1291,3744625.18
1331,1332.49,1281.01,1292.01,4913476.63
1247,1331,1247,1331,6905477.64
1230.48,1252,1210.01,1247,4715167.74
1262.1,1265,1201.1,1227.46,7059857.77
1298.44,1315,1261.52,1262.1,3045584.64
1296.04,1309,1280.8,1298.44,4224226.97
1289.99,1307.99,1258,1296.04,5130210.2
1328.53,1335.56,1283.04,1289.99,5250954.72
1320.11,1344.8,1305.31,1328.53,4487483.93
1348.99,1362.3,1298,1320.11,7902068.74
1308.61,1380,1308.61,1348.99,8403190.9
1333.92,1344,1285.21,1308.61,7308385.08
1315.41,1355,1309.27,1333.92,5370275.39
1338.11,1345.9,1308,1315.41,6247138.11
1270.02,1349,1259.7,1338.11,7663724.62
1269.03,1298.94,1253.33,1270.02,7582956.71
1308.54,1343,1251.07,1269.03,11141540.07
1311.01,1317,1230,1308.54,19419937.16
1366,1401,1311.01,1311.01,9767822.87
1354.63,1395,1314.99,1366,8334048.29
1431.01,1432,1330,1354.63,15102025.29
1350,1440,1323,1431.01,13892656.57
1307.89,1391.95,1307.5,1350,11895079.45
1272.79,1308.46,1271.07,1307.9,4696537.79
1262.71,1295.87,1258.5,1274.97,5667991.79
1291,1295.97,1226.68,1262.71,7417238.24
1264.88,1319,1262,1291,10348462.97
1255.03,1326.5,1247.6,1264.88,9094494.48
1244.47,1255.77,1225.58,1255.14,4081598.59
1205,1249.61,1203.21,1244.47,3787274.94
1206.01,1211.25,1201,1205,2879186.5
1209.29,1218,1204.28,1206.01,2877797.55
1217,1219.2,1200,1209.29,3081340.29
1200.02,1223,1197,1217,3713671.05
1202.01,1217,1172.7,1200.02,5557835.65
1138.02,1206,1138.02,1202.01,7735140.57
1206.1,1209.99,1132.57,1138.02,7161750.44
1218.98,1225,1180,1206.1,5639928.1
1189.97,1224.99,1166.79,1218.98,4879358.01
1215.61,1226.96,1144.44,1189.97,9639162.05
1241.9,1248.95,1215,1215.61,4521248.73
1212,1260,1208.81,1241.9,6177626.77
1194.79,1219.9,1192.65,1212,3679668.18
1181.89,1195,1166.21,1194.79,4317720.33
1214.45,1218.39,1160,1181.89,5865689.26
1200.21,1220,1193.31,1214.45,3909410.27
1187.82,1211.98,1181.05,1200.21,6069708.14
1168.81,1188.64,1153.5,1187.82,3643412.63
1181.64,1188,1104.85,1168.81,10183174.69
1133.18,1182,1131.6,1181.64,3432615.41
1123.69,1144.88,1094.01,1133.18,3802884.91
1155,1159.4,1119.7,1123,3964406.73
1133.17,1161.1,1124,1155,2083306.04
1155.02,1160.76,1100.01,1133.16,3844049.97
1120.01,1162,1120,1159.83,4788972.66
1091,1126.98,1080.31,1120.01,4323951.06
1108.9,1116,1058,1091,6122348.29
1059.93,1118,1055,1103.51,9683186.06
970.11,1096,910,1059.93,21470301.31
1079.98,1080.88,951,970.11,15666879.09
1148.07,1156,1060,1079.98,9330038.46
1142.3,1150,1132.8,1148.07,2755661.86
1134,1150,1123.01,1142.3,3529376.42
1118.85,1148.41,1080,1134,6316525.58
1163,1163,1050,1118.85,11236559.84
